"locationName","deploymentID","observationID","date.start","time.start","eventEnd","observationType","scientificName","count","hour_of_day","commonName"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","41d99a54-cf75-47cb-86ad-7be2c765b86a","2023-03-31","01:17:35",2023-03-31 01:17:40,"animal","Mustela",1,1.28333333333333,"Small Mustelid"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","15eee6d4-6134-4011-a8cf-fa1965666c38","2023-04-01","20:20:37",2023-04-01 20:20:42,"animal","Mustela nivalis",1,20.3333333333333,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","0f2e5b0f-ad54-4017-bd1d-a42eadffdd54","2023-04-02","18:59:21",2023-04-02 18:59:26,"animal","Mustela nivalis",1,18.9833333333333,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","df9d1fda-d4ea-4074-b275-2c93435675a0","2023-04-02","19:23:44",2023-04-02 19:23:49,"animal","Mustela nivalis",1,19.3833333333333,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","b9d008d4-b2bc-48c9-aee5-483c54ed04bc","2023-04-02","23:07:22",2023-04-02 23:07:28,"animal","Mustela erminea",1,23.1166666666667,"Stoat"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","5c400fa0-0c28-4ed8-91ca-a4b8ff47563c","2023-04-03","23:51:15",2023-04-03 23:51:21,"animal","Mustela",1,23.85,"Small Mustelid"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","2bf5a5b9-d0fe-4f23-9898-aa94a953af6a","2023-04-06","01:03:58",2023-04-06 01:04:04,"animal","Mustela nivalis",1,1.05,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","c5d6362e-bb65-4a27-a405-cad1a24ccae4","2023-04-07","20:55:28",2023-04-07 20:55:32,"animal","Mustela putorius",1,20.9166666666667,"European Polecat"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","7b88aee9-d6a9-413c-866d-f80bb866469e","2023-04-08","19:54:01",2023-04-08 19:54:05,"animal","Mustela putorius",1,19.9,"European Polecat"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","336a957a-0624-4e27-b14a-5a8c33a7d5d1","2023-04-10","01:49:40",2023-04-10 01:49:46,"animal","Mustela nivalis",1,1.81666666666667,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","3bd0ca84-a040-4348-aacb-fd77414db8b2","2023-04-10","20:51:21",2023-04-10 20:51:26,"animal","Mustela putorius",1,20.85,"European Polecat"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","6a644cfb-bfb1-4dae-8d67-45c01bb969a9","2023-04-12","20:10:17",2023-04-12 20:10:21,"animal","Mustela nivalis",1,20.1666666666667,"Weasel"
"SK24","08f1eae6-97df-4e11-af6d-94054d6fe09c","06120575-8fb3-4939-804e-c212ebcf5bb0","2023-04-13","02:34:54",2023-04-13 02:34:59,"animal","Mustela nivalis",1,2.56666666666667,"Weasel"
"SK06","097d1ca8-4d84-491c-8dce-dd678cb58d23","2eead703-fdc7-4946-96e2-2a3a59ddd834","2023-05-23","23:31:53",2023-05-23 23:31:59,"animal","Felis",1,23.5166666666667,"Domestic Cat"
"SK06","097d1ca8-4d84-491c-8dce-dd678cb58d23","57e64362-85dc-447b-8ba3-2c89f7c5307f","2023-05-25","19:14:32",2023-05-25 19:14:55,"animal","Felis",1,19.2333333333333,"Domestic Cat"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","9e5c7769-8b50-4197-adcf-7eb6cbbc63f9","2023-05-26","21:14:25",2023-05-26 21:15:49,"animal","Mustela putorius",1,21.2333333333333,"European Polecat"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","496ff0cf-5197-4bd1-a88e-a4169cce76bb","2023-05-28","21:07:02",2023-05-28 21:07:07,"animal","Martes",1,21.1166666666667,"Marten"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","59cc4e95-6763-42af-b3e5-f47e0dc4d9e0","2023-05-29","21:23:52",2023-05-29 21:23:57,"animal","Mustela putorius",1,21.3833333333333,"European Polecat"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","9ce649cc-520d-408e-8602-e6a1b5414ad7","2023-05-29","23:21:29",2023-05-29 23:21:35,"animal","Martes",1,23.35,"Marten"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","554feba8-4d3f-4493-bbb2-a8552e1bb57b","2023-05-31","21:21:58",2023-05-31 21:22:03,"animal","Mustela putorius",1,21.35,"European Polecat"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","a14cb952-933e-49a0-8d85-ddcf1adf3f92","2023-06-01","21:45:12",2023-06-01 21:45:18,"animal","Mustela putorius",1,21.75,"European Polecat"
"SK04","09b362ee-fe7d-4dac-975f-94516e5ef98f","d8e68058-3a52-441c-a12b-8cd383ba14bb","2023-06-02","21:43:07",2023-06-02 21:43:12,"animal","Mustela putorius",1,21.7166666666667,"European Polecat"
"SK21","0a618924-022c-42c1-a678-3f15a5df17d0","43982452-efdc-4e45-81ef-d212d54d3e7a","2023-03-28","03:03:29",2023-03-28 03:03:35,"animal","Mustela erminea",1,3.05,"Stoat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","db2b8cbd-4c50-4fe6-a8fe-1b050c395803","2023-03-27","22:05:28",2023-03-27 22:05:33,"animal","Mustela",1,22.0833333333333,"Small Mustelid"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","ec566949-bd28-448a-9555-98d30c0a7969","2023-03-30","21:39:52",2023-03-30 21:39:57,"animal","Felis",1,21.65,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","94f655dc-eb41-47ad-a393-76c96562cf70","2023-04-02","19:22:59",2023-04-02 19:23:04,"animal","Felis",1,19.3666666666667,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","2dd5473e-d5c1-4c45-a4bf-5cbd1c5e8cef","2023-04-05","19:23:44",2023-04-05 19:25:28,"animal","Felis",1,19.3833333333333,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","5b5ef238-869e-45ef-88b8-28c87aca115c","2023-04-06","02:56:56",2023-04-06 02:57:08,"animal","Mustela putorius",1,2.93333333333333,"European Polecat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","8763283e-ddaf-4b7c-afba-e234770d6cf2","2023-04-07","19:15:31",2023-04-07 19:15:37,"animal","Felis",1,19.25,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","ef0c8c7b-bd54-492b-9da9-9092964675fa","2023-04-08","19:23:13",2023-04-08 19:23:20,"animal","Felis",1,19.3833333333333,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","998a9801-c213-41dd-9aad-e80280e348ff","2023-04-10","03:05:22",2023-04-10 03:05:27,"animal","Mustela nivalis",1,3.08333333333333,"Weasel"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","45edbc2c-df41-4c59-9b84-b8f51eaeb6f7","2023-04-13","19:44:11",2023-04-13 19:44:22,"animal","Felis",1,19.7333333333333,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","5f4d9a8c-55e9-40c4-82ac-58ada0851daa","2023-04-14","03:40:28",2023-04-14 03:40:39,"animal","Felis",1,3.66666666666667,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","cb79d7ac-e4ee-4f89-8d9f-c0008e5de2c9","2023-04-14","03:46:30",2023-04-14 03:46:36,"animal","Felis",1,3.76666666666667,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","5d7c190c-8741-4107-bb71-e5edbc1fda6f","2023-04-14","23:06:22",2023-04-14 23:06:36,"animal","Felis",1,23.1,"Domestic Cat"
"SK01","0a7d1531-811b-4db6-a347-5351b03230d4","37328ad9-403b-4f77-bb4a-94856456ecaa","2023-04-16","23:20:52",2023-04-16 23:22:12,"animal","Mustela putorius",1,23.3333333333333,"European Polecat"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","5366c574-5926-4e3d-a066-d3086c04037f","2023-04-07","20:52:17",2023-04-07 20:52:23,"animal","Mustela",1,20.8666666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","904af183-7aef-4ed5-b903-a9271c04d458","2023-04-08","19:58:55",2023-04-08 19:59:00,"animal","Mustela",1,19.9666666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","fac1af1f-53e8-49e0-bb20-3fd998a4cffc","2023-04-09","04:55:56",2023-04-09 04:56:01,"animal","Mustela erminea",1,4.91666666666667,"Stoat"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","bb07cac4-83ec-41d2-bbdf-74f461ad1498","2023-04-10","20:46:34",2023-04-10 20:46:39,"animal","Mustela putorius",1,20.7666666666667,"European Polecat"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","3c6e59c4-d93f-4dd5-9bc8-fcf77074afc8","2023-04-11","22:23:13",2023-04-11 22:23:18,"animal","Mustela",1,22.3833333333333,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","ef220c62-cb68-42cf-863a-498c33bfd554","2023-04-13","02:48:21",2023-04-13 02:48:26,"animal","Mustela nivalis",1,2.8,"Weasel"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","f81b6b98-7f92-4a1c-8fa7-80e2e14616d9","2023-04-14","21:56:40",2023-04-14 21:56:46,"animal","Mustela",1,21.9333333333333,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","689d8a63-5cb2-413c-b6a8-3026628bf222","2023-04-14","22:49:15",2023-04-14 22:49:40,"animal","Mustela",1,22.8166666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","e319cc8f-f9b8-4967-bb6a-cbb2c588b3d2","2023-04-16","21:43:52",2023-04-16 21:44:05,"animal","Mustela",1,21.7166666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","a1b81836-1293-4ed4-8df3-8560485d54fa","2023-04-17","19:52:49",2023-04-17 19:52:54,"animal","Mustela",1,19.8666666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","3d653d1e-c3cd-4a2f-a886-882892b50e9b","2023-04-17","23:28:05",2023-04-17 23:28:11,"animal","Mustela",1,23.4666666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","b4897938-fbbf-4a48-b920-f0f14d989d19","2023-04-18","23:08:33",2023-04-18 23:08:39,"animal","Mustela",1,23.1333333333333,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","03eff4f7-059f-40b1-856a-6930e2a6d225","2023-04-19","00:40:55",2023-04-19 00:41:00,"animal","Mustela",1,0.666666666666667,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","481da4c5-cde9-4a53-849b-a5b45cd37ad3","2023-04-19","23:22:36",2023-04-19 23:22:42,"animal","Mustela putorius",1,23.3666666666667,"European Polecat"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","cc3ab011-4162-4ddf-9274-8d014c942676","2023-04-20","22:17:41",2023-04-20 22:17:47,"animal","Mustela",1,22.2833333333333,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","dcee76b1-4d8f-4cc6-967f-ce0ad8a91732","2023-04-22","20:45:18",2023-04-22 20:45:23,"animal","Mustela",1,20.75,"Small Mustelid"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","73939b42-004f-4ed1-ad00-ea5412723e1f","2023-04-23","21:36:30",2023-04-23 21:36:35,"animal","Mustela putorius",1,21.6,"European Polecat"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","cc62b977-de5f-4f96-810b-43aa631f30c5","2023-04-23","23:15:57",2023-04-23 23:16:03,"animal","Mustela nivalis",1,23.25,"Weasel"
"SK28","0b0ba9ec-b6d9-4357-a859-891ed7a08c87","edd028df-5059-4d16-9d56-9869cc37d5d1","2023-04-25","01:38:49",2023-04-25 01:38:55,"animal","Mustela putorius",1,1.63333333333333,"European Polecat"
"SK24","0f3bc588-0c9a-4f9a-9be7-27d0c49c2b83","5221c578-53bb-4e00-a829-b640ca57d5a8","2023-04-25","21:38:43",2023-04-25 21:38:47,"animal","Mustela putorius",1,21.6333333333333,"European Polecat"
"SK26","13fb603b-5d04-41af-b052-3578afc37196","e3bf3624-a80a-4158-a6f1-69342ba4e7d9","2023-05-28","00:57:25",2023-05-28 00:57:30,"animal","Mustela putorius",1,0.95,"European Polecat"
"SK26","13fb603b-5d04-41af-b052-3578afc37196","8130903b-8f12-4da9-81b9-fdf84d349a99","2023-05-29","23:57:57",2023-05-29 23:58:02,"animal","Martes",1,23.95,"Marten"
"SK30","155141f3-54f7-467d-ada5-dbac4d75403f","4a70334f-ee5d-43b3-8a2d-76aa590645e5","2023-05-29","23:00:05",2023-05-29 23:00:10,"animal","Martes",1,23,"Marten"
"SK30","157ef1aa-9a14-4b58-ae51-fbceb81ef64c","84d79468-5d30-4451-9758-fcc22b66dfe9","2023-03-27","00:30:38",2023-03-27 00:30:43,"animal","Mustela putorius",1,0.5,"European Polecat"
"SK30","157ef1aa-9a14-4b58-ae51-fbceb81ef64c","74866bef-5d53-4276-b6fd-ccf8db0d6545","2023-03-27","02:42:06",2023-03-27 02:42:11,"animal","Mustela",2,2.7,"Small Mustelid"
"SK30","157ef1aa-9a14-4b58-ae51-fbceb81ef64c","bd03e5ec-0ae8-424e-99a8-57ca64464b55","2023-03-27","19:07:57",2023-03-27 19:08:02,"animal","Mustela",1,19.1166666666667,"Small Mustelid"
"SK30","157ef1aa-9a14-4b58-ae51-fbceb81ef64c","02b43bee-3bd9-49cf-a6b9-70ee781034a5","2023-03-27","20:45:51",2023-03-27 20:45:57,"animal","Mustela",1,20.75,"Small Mustelid"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","45524786-da92-46d0-b4ac-b4586766887c","2023-04-14","19:42:07",2023-04-14 19:43:31,"animal","Martes",1,19.7,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","1ab2e67e-b2a3-4a09-b109-dba320721a26","2023-04-17","21:39:10",2023-04-17 21:39:16,"animal","Mustela",1,21.65,"Small Mustelid"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","ca8f16a4-7e87-49a8-af4e-b9413d8be744","2023-04-18","23:34:54",2023-04-18 23:36:13,"animal","Martes",1,23.5666666666667,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","eed267a8-43fe-4657-a143-d85dfe070ff6","2023-04-19","23:50:18",2023-04-19 23:50:24,"animal","Mustela",1,23.8333333333333,"Small Mustelid"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","a06ab920-f670-4732-a994-461dfdbae049","2023-04-20","23:31:06",2023-04-20 23:31:11,"animal","Martes",1,23.5166666666667,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","a57609cb-9add-447f-bd26-334bb681d5d6","2023-04-21","22:59:29",2023-04-21 22:59:34,"animal","Martes",1,22.9833333333333,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","dda3a2cc-903f-4342-a897-cc47cad2a71b","2023-04-22","20:07:33",2023-04-22 20:07:38,"animal","Martes",1,20.1166666666667,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","e8b2ba08-08d4-4b0c-846e-c20ea02a7dab","2023-04-23","20:23:30",2023-04-23 20:23:35,"animal","Martes",1,20.3833333333333,"Marten"
"SK11","1d4a7c01-c714-43b5-8b71-efdf9831d1eb","57cd3009-cf7d-4ed8-8d32-c35def5a0b8e","2023-04-24","22:34:15",2023-04-24 22:34:20,"animal","Martes",1,22.5666666666667,"Marten"
"SK24","1dcff7a8-8806-4eb6-b3c6-ea136d9baaac","814e3901-4bbc-498a-90ff-03b374b1d720","2023-05-31","23:05:24",2023-05-31 23:05:29,"animal","Mustela",1,23.0833333333333,"Small Mustelid"
"SK24","1dcff7a8-8806-4eb6-b3c6-ea136d9baaac","528cbc36-a65b-4fed-aca1-8bd99986804e","2023-05-31","23:33:26",2023-05-31 23:33:31,"animal","Mustela",1,23.55,"Small Mustelid"
"SK24","1dcff7a8-8806-4eb6-b3c6-ea136d9baaac","f6bbac1e-53c5-47b8-bf59-4eb6ee962416","2023-05-31","22:25:35",2023-05-31 22:25:40,"animal","Mustela",1,22.4166666666667,"Small Mustelid"
"SK24","1dcff7a8-8806-4eb6-b3c6-ea136d9baaac","d889061e-434f-4748-97cb-eecbe71fdaac","2023-06-01","22:20:22",2023-06-01 22:20:27,"animal","Mustela putorius",1,22.3333333333333,"European Polecat"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","e555e06e-57dd-4297-90f4-5c77802a04a8","2023-03-26","21:42:07",2023-03-26 21:42:12,"animal","Mustela",1,21.7,"Small Mustelid"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","8ff02ce8-152b-462d-8e0f-e4407e0724d4","2023-03-28","22:00:13",2023-03-28 22:00:18,"animal","Mustela nivalis",1,22,"Weasel"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","02f957ed-8d6b-4c75-87f8-4f1bbe8b16aa","2023-03-28","23:51:22",2023-03-28 23:51:28,"animal","Mustela erminea",1,23.85,"Stoat"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","3afb51fa-c231-44f0-a84c-bc642de19ba0","2023-03-29","00:49:01",2023-03-29 00:49:06,"animal","Mustela nivalis",2,0.816666666666667,"Weasel"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","2b532e61-60b5-4e39-87c7-e909bee9fd53","2023-03-29","02:30:10",2023-03-29 02:30:15,"animal","Mustela nivalis",1,2.5,"Weasel"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","2badec7b-843c-4e93-bd01-aa1958c56f3b","2023-04-03","02:05:36",2023-04-03 02:05:48,"animal","Mustela",1,2.08333333333333,"Small Mustelid"
"SK16","1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca","b06f407a-cc6d-4cd5-b215-23adb0d18934","2023-04-06","02:18:31",2023-04-06 02:18:36,"animal","Mustela erminea",1,2.3,"Stoat"
"SK09","1ff7b063-314c-4e94-9bd3-9722147682a4","f7d5d377-b78e-4150-a758-778b894ee688","2023-04-29","01:08:39",2023-04-29 01:08:45,"animal","Mustela",1,1.13333333333333,"Small Mustelid"
"SK09","1ff7b063-314c-4e94-9bd3-9722147682a4","25653b9b-c405-4365-bd06-bee8f767fb5b","2023-04-29","22:23:54",2023-04-29 22:24:00,"animal","Felis catus",1,22.3833333333333,"Domestic Cat"
"SK02","2147714b-10a5-4628-86bb-ac14f2782064","44e3d2f0-b772-4427-b63e-7bae015d46e0","2023-04-08","22:26:46",2023-04-08 22:26:51,"animal","Mustela erminea",1,22.4333333333333,"Stoat"
"SK02","2147714b-10a5-4628-86bb-ac14f2782064","b84c2b47-6d6f-4939-bb33-7be413539d6f","2023-04-09","01:55:38",2023-04-09 01:55:43,"animal","Mustela",1,1.91666666666667,"Small Mustelid"
"SK02","2147714b-10a5-4628-86bb-ac14f2782064","502dbaed-67fa-4065-96e5-a302cae8a040","2023-04-18","03:00:42",2023-04-18 03:00:47,"animal","Felis",1,3,"Domestic Cat"
"SK02","2147714b-10a5-4628-86bb-ac14f2782064","1a6c8c27-ec95-4153-9c9e-e6459b0a2bc2","2023-04-18","22:43:20",2023-04-18 22:43:26,"animal","Felis",1,22.7166666666667,"Domestic Cat"
"SK17","2284e339-4e1c-4777-816d-ad663857a31d","975fdea4-49ea-47ce-aa19-0de80eb05c54","2023-03-28","00:11:58",2023-03-28 00:12:04,"animal","Mustela erminea",1,0.183333333333333,"Stoat"
"SK17","2284e339-4e1c-4777-816d-ad663857a31d","922703bc-340a-478a-9fa5-406dc04ad8af","2023-03-28","02:13:22",2023-03-28 02:15:22,"animal","Mustela nivalis",2,2.21666666666667,"Weasel"
"SK17","2284e339-4e1c-4777-816d-ad663857a31d","9ce5bed5-afbd-4b89-a8fb-a4ac47f92700","2023-03-28","02:27:03",2023-03-28 02:27:53,"animal","Mustela nivalis",1,2.45,"Weasel"
"SK17","2284e339-4e1c-4777-816d-ad663857a31d","99badf7a-f106-48f4-8bfa-95b6ba05f4f7","2023-04-03","01:34:26",2023-04-03 01:34:32,"animal","Mustela erminea",1,1.56666666666667,"Stoat"
"SK04","25112d1a-64e7-4416-bdfe-d661cd503d19","d16887b8-9f55-41db-a0ad-33466baad47d","2023-03-31","21:13:11",2023-03-31 21:13:16,"animal","Martes",1,21.2166666666667,"Marten"
"SK04","25112d1a-64e7-4416-bdfe-d661cd503d19","6122f1f3-ea71-45f8-a76c-ed973b3f7609","2023-04-01","02:34:02",2023-04-01 02:34:06,"animal","Martes",1,2.56666666666667,"Marten"
"SK04","25112d1a-64e7-4416-bdfe-d661cd503d19","cf86269a-8045-4711-9b6c-90b4831dcecb","2023-04-02","23:21:46",2023-04-02 23:21:51,"animal","Mustela",1,23.35,"Small Mustelid"
"SK04","25112d1a-64e7-4416-bdfe-d661cd503d19","0eef4cb4-4f55-4c5e-a303-30b693b60ef7","2023-04-10","02:21:29",2023-04-10 02:21:34,"animal","Martes",1,2.35,"Marten"
"SK19","26f40780-ecc7-4686-a829-1de8cfee84a1","d57c9c09-826f-4c0b-b6ed-cf0447138827","2023-04-11","21:46:44",2023-04-11 21:46:50,"animal","Martes",1,21.7666666666667,"Marten"
"SK19","26f40780-ecc7-4686-a829-1de8cfee84a1","3eb48ee5-c675-4513-81e3-5a7ca67bbff0","2023-04-11","22:10:09",2023-04-11 22:10:32,"animal","Martes",1,22.1666666666667,"Marten"
"SK19","26f40780-ecc7-4686-a829-1de8cfee84a1","6a09c205-128c-4e42-8550-d0449b836dc9","2023-04-11","22:23:09",2023-04-11 22:23:15,"animal","Martes",1,22.3833333333333,"Marten"
